0.000000,0.000000,-0.000020
0.000000,1.000000,0.000043
0.000000,2.000000,-0.000017
0.000000,3.000000,0.000020
0.000000,4.000000,-0.000027
0.000000,5.000000,0.000010
0.000000,6.000000,-0.000040
0.000000,7.000000,0.000030
0.000000,8.000000,-0.000030
0.000000,9.000000,0.000033
0.000000,10.000000,-0.000040
0.000000,11.000000,0.000033
0.000000,12.000000,-0.000017
0.000000,13.000000,0.000345
0.000000,14.000000,-0.000027
0.000000,15.000000,0.000020
1.000000,0.000000,-0.000030
1.000000,1.000000,0.000013
1.000000,2.000000,-0.000027
1.000000,3.000000,0.000030
1.000000,4.000000,-0.000027
1.000000,5.000000,0.000010
1.000000,6.000000,-0.000040
1.000000,7.000000,0.000010
1.000000,8.000000,-0.000030
1.000000,9.000000,0.000043
1.000000,10.000000,-0.000030
1.000000,11.000000,0.000023
1.000000,12.000000,-0.000027
1.000000,13.000000,0.000335
1.000000,14.000000,-0.000007
1.000000,15.000000,0.000040
2.000000,0.000000,-0.000010
2.000000,1.000000,0.000023
2.000000,2.000000,-0.000007
2.000000,3.000000,0.000030
2.000000,4.000000,-0.000017
2.000000,5.000000,0.000010
2.000000,6.000000,-0.000010
2.000000,7.000000,0.000010
2.000000,8.000000,-0.000030
2.000000,9.000000,0.000043
2.000000,10.000000,-0.000030
2.000000,11.000000,0.000043
2.000000,12.000000,-0.000027
2.000000,13.000000,0.000322
2.000000,14.000000,-0.000017
2.000000,15.000000,0.000010
3.000000,0.000000,-0.000010
3.000000,1.000000,0.000042
3.000000,2.000000,-0.000028
3.000000,3.000000,0.000030
3.000000,4.000000,-0.000038
3.000000,5.000000,0.000020
3.000000,6.000000,-0.000030
3.000000,7.000000,0.000020
3.000000,8.000000,-0.000010
3.000000,9.000000,0.000022
3.000000,10.000000,-0.000030
3.000000,11.000000,0.000032
3.000000,12.000000,-0.000018
3.000000,13.000000,0.000182
3.000000,14.000000,-0.000028
3.000000,15.000000,0.000020
4.000000,0.000000,-0.000040
4.000000,1.000000,0.000032
4.000000,2.000000,-0.000038
4.000000,3.000000,0.000020
4.000000,4.000000,-0.000028
4.000000,5.000000,0.000010
4.000000,6.000000,-0.000020
4.000000,7.000000,0.000020
4.000000,8.000000,-0.000040
4.000000,9.000000,0.000042
4.000000,10.000000,-0.000010
4.000000,11.000000,0.000022
4.000000,12.000000,-0.000008
4.000000,13.000000,0.000215
4.000000,14.000000,-0.000018
4.000000,15.000000,0.000010
5.000000,0.000000,-0.000010
5.000000,1.000000,0.000012
5.000000,2.000000,-0.000038
5.000000,3.000000,0.000010
5.000000,4.000000,-0.000018
5.000000,5.000000,0.000020
5.000000,6.000000,-0.000020
5.000000,7.000000,0.000030
5.000000,8.000000,-0.000030
5.000000,9.000000,0.000012
5.000000,10.000000,-0.000010
5.000000,11.000000,0.000012
5.000000,12.000000,-0.000028
5.000000,13.000000,0.000225
5.000000,14.000000,-0.000018
5.000000,15.000000,0.000030
6.000000,0.000000,-0.000020
6.000000,1.000000,0.000022
6.000000,2.000000,-0.000038
6.000000,3.000000,0.000040
6.000000,4.000000,-0.000018
6.000000,5.000000,0.000010
6.000000,6.000000,-0.000010
6.000000,7.000000,0.000010
6.000000,8.000000,-0.000040
6.000000,9.000000,0.000022
6.000000,10.000000,-0.000030
6.000000,11.000000,0.000042
6.000000,12.000000,-0.000028
6.000000,13.000000,0.000269
6.000000,14.000000,-0.000008
6.000000,15.000000,0.000040
7.000000,0.000000,-0.000040
7.000000,1.000000,0.000042
7.000000,2.000000,-0.000038
7.000000,3.000000,0.000020
7.000000,4.000000,-0.000008
7.000000,5.000000,0.000010
7.000000,6.000000,-0.000040
7.000000,7.000000,0.000040
7.000000,8.000000,-0.000010
7.000000,9.000000,0.000042
7.000000,10.000000,-0.000040
7.000000,11.000000,0.000042
7.000000,12.000000,-0.000028
7.000000,13.000000,0.000242
7.000000,14.000000,-0.000018
7.000000,15.000000,0.000040
8.000000,0.000000,-0.000020
8.000000,1.000000,0.000011
8.000000,2.000000,-0.000029
8.000000,3.000000,0.000030
8.000000,4.000000,-0.000009
8.000000,5.000000,0.000040
8.000000,6.000000,-0.000040
8.000000,7.000000,0.000040
8.000000,8.000000,-0.000010
8.000000,9.000000,0.000021
8.000000,10.000000,-0.000040
8.000000,11.000000,0.000031
8.000000,12.000000,-0.000009
8.000000,13.000000,0.000083
8.000000,14.000000,-0.000019
8.000000,15.000000,0.000010
9.000000,0.000000,-0.000030
9.000000,1.000000,0.000011
9.000000,2.000000,-0.000019
9.000000,3.000000,0.000030
9.000000,4.000000,-0.000019
9.000000,5.000000,0.000010
9.000000,6.000000,-0.000020
9.000000,7.000000,0.000020
9.000000,8.000000,-0.000040
9.000000,9.000000,0.000011
9.000000,10.000000,-0.000010
9.000000,11.000000,0.000021
9.000000,12.000000,-0.000019
9.000000,13.000000,0.000144
9.000000,14.000000,-0.000009
9.000000,15.000000,0.000030
10.000000,0.000000,-0.000020
10.000000,1.000000,0.000041
10.000000,2.000000,-0.000019
10.000000,3.000000,0.000020
10.000000,4.000000,-0.000029
10.000000,5.000000,0.000010
10.000000,6.000000,-0.000020
10.000000,7.000000,0.000030
10.000000,8.000000,-0.000020
10.000000,9.000000,0.000011
10.000000,10.000000,-0.000010
10.000000,11.000000,0.000021
10.000000,12.000000,-0.000039
10.000000,13.000000,0.000156
10.000000,14.000000,-0.000019
10.000000,15.000000,0.000020
11.000000,0.000000,-0.000030
11.000000,1.000000,0.000031
11.000000,2.000000,-0.000039
11.000000,3.000000,0.000040
11.000000,4.000000,-0.000029
11.000000,5.000000,0.000020
11.000000,6.000000,-0.000020
11.000000,7.000000,0.000030
11.000000,8.000000,-0.000020
11.000000,9.000000,0.000021
11.000000,10.000000,-0.000040
11.000000,11.000000,0.000031
11.000000,12.000000,-0.000039
11.000000,13.000000,0.000137
11.000000,14.000000,-0.000019
11.000000,15.000000,0.000010
12.000000,0.000000,-0.000040
12.000000,1.000000,0.000032
12.000000,2.000000,-0.000028
12.000000,3.000000,0.000020
12.000000,4.000000,-0.000028
12.000000,5.000000,0.000040
12.000000,6.000000,-0.000040
12.000000,7.000000,0.000040
12.000000,8.000000,-0.000040
12.000000,9.000000,0.000042
12.000000,10.000000,-0.000010
12.000000,11.000000,0.000032
12.000000,12.000000,-0.000018
12.000000,13.000000,0.000185
12.000000,14.000000,-0.000038
12.000000,15.000000,0.000010
13.000000,0.000000,-0.000010
13.000000,1.000000,0.000031
13.000000,2.000000,-0.000039
13.000000,3.000000,0.000040
13.000000,4.000000,-0.000039
13.000000,5.000000,0.000010
13.000000,6.000000,-0.000020
13.000000,7.000000,0.000020
13.000000,8.000000,-0.000030
13.000000,9.000000,0.000011
13.000000,10.000000,-0.000040
13.000000,11.000000,0.000021
13.000000,12.000000,-0.000009
13.000000,13.000000,0.000079
13.000000,14.000000,-0.000019
13.000000,15.000000,0.000040
14.000000,0.000000,-0.000030
14.000000,1.000000,0.000041
14.000000,2.000000,-0.000009
14.000000,3.000000,0.000010
14.000000,4.000000,-0.000029
14.000000,5.000000,0.000040
14.000000,6.000000,-0.000040
14.000000,7.000000,0.000020
14.000000,8.000000,-0.000040
14.000000,9.000000,0.000011
14.000000,10.000000,-0.000040
14.000000,11.000000,0.000011
14.000000,12.000000,-0.000029
14.000000,13.000000,0.000096
14.000000,14.000000,-0.000009
14.000000,15.000000,0.000030
15.000000,0.000000,-0.000020
15.000000,1.000000,0.000011
15.000000,2.000000,-0.000019
15.000000,3.000000,0.000010
15.000000,4.000000,-0.000009
15.000000,5.000000,0.000030
15.000000,6.000000,-0.000020
15.000000,7.000000,0.000030
15.000000,8.000000,-0.000040
15.000000,9.000000,0.000021
15.000000,10.000000,-0.000040
15.000000,11.000000,0.000041
15.000000,12.000000,-0.000019
15.000000,13.000000,0.000086
15.000000,14.000000,-0.000039
15.000000,15.000000,0.000010
16.000000,0.000000,-0.000010
